,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
51,pachino,13,IT,1587516935,86,36.72,15.09,57.99,3.0
52,haines junction,98,CA,1587516936,65,60.75,-137.51,38.25,5.99
53,barrow,75,US,1587516936,78,71.29,-156.79,15.8,10.29
54,chazuta,24,PE,1587516936,58,-6.57,-76.14,77.47,0.94
55,vila franca do campo,20,PT,1587516936,82,37.72,-25.43,59.0,9.17
56,puerto ayora,40,EC,1587516937,66,-0.74,-90.35,84.2,9.17
57,isangel,75,VU,1587516937,74,-19.55,169.27,84.2,9.17
58,deer lake,20,CA,1587516937,74,49.17,-57.43,30.2,10.29
59,lebu,79,CL,1587516938,72,-37.62,-73.65,52.56,7.07
60,talnakh,40,RU,1587516938,86,69.49,88.4,33.8,8.95
61,avarua,2,CK,1587516938,88,-21.21,-159.78,78.8,3.36
62,lompoc,1,US,1587516747,67,34.64,-120.46,69.01,19.46
63,abu zabad,4,SD,1587516939,14,12.35,29.25,76.64,10.42
64,adrar,0,MR,1587516760,14,20.5,-10.07,78.53,8.08
65,gorin,100,RU,1587516940,92,51.2,136.67,28.11,21.83
66,bengkulu,67,ID,1587516940,81,-3.8,102.27,79.12,4.18
67,krasnoselkup,99,RU,1587516940,97,65.7,82.47,33.3,10.63
68,morros,99,BR,1587516941,82,-9.45,-46.3,71.22,0.76
69,tilichiki,100,RU,1587516730,93,60.47,166.1,20.43,6.04
70,shitanjing,0,CN,1587516942,26,39.23,106.34,36.03,4.43
71,chokurdakh,100,RU,1587516661,96,70.63,147.92,23.86,2.51
72,tolaga bay,8,NZ,1587516942,63,-38.37,178.3,64.9,1.45
73,olinda,40,BR,1587516943,78,-8.01,-34.86,82.4,6.15
74,katangli,100,RU,1587516943,98,51.71,143.23,30.85,31.5
75,victoria,40,HK,1587516943,88,22.29,114.16,75.99,14.99
76,leningradskiy,27,RU,1587516944,90,69.38,178.42,16.83,5.88
77,jalu,0,LY,1587516944,43,29.03,21.55,71.49,7.36
78,bethel,90,US,1587516944,60,41.37,-73.41,43.0,10.29
79,roma,90,US,1587516844,47,43.21,-75.46,35.6,27.51
80,superior,90,US,1587516856,25,46.72,-92.1,41.0,3.71
81,byron bay,21,AU,1587516945,50,-28.65,153.62,80.01,11.41
82,svetlyy,90,RU,1587516945,93,54.67,20.13,35.6,4.47
83,bambous virieux,11,MU,1587516945,77,-20.34,57.76,75.0,5.99
84,mar del plata,100,AR,1587516731,71,-38.0,-57.56,57.99,5.21
85,asau,63,RO,1587516946,69,46.43,26.4,37.0,3.36
86,kangaatsiaq,3,GL,1587516946,91,68.31,-53.46,32.0,10.54
87,pacific grove,75,US,1587516909,67,36.62,-121.92,60.8,10.29
88,port alfred,95,ZA,1587516845,92,-33.59,26.89,62.01,3.0
89,dikson,100,RU,1587516947,97,73.51,80.55,31.95,15.9
90,ojinaga,1,MX,1587516947,7,29.57,-104.42,93.2,4.7
91,bac lieu,94,VN,1587516947,77,9.29,105.72,83.32,7.49
92,atuona,0,PF,1587516948,68,-9.8,-139.03,81.9,12.57
93,eureka,1,US,1587516948,66,40.8,-124.16,60.01,14.99
94,siavonga,0,ZM,1587516949,53,-16.54,28.71,67.05,2.55
95,tiksi,100,RU,1587516949,93,71.69,128.87,24.82,1.92
96,havelock,1,US,1587516661,72,34.88,-76.9,68.0,16.11
97,hithadhoo,100,MV,1587516949,71,-0.6,73.08,84.36,5.93
98,ballina,11,AU,1587516950,50,-28.87,153.57,80.01,11.41
99,dickinson,20,US,1587516651,73,29.46,-95.05,77.0,11.41
100,celestun,1,MX,1587516951,78,20.87,-90.4,82.51,18.88
101,constitucion,77,CL,1587516951,46,-35.33,-72.42,61.07,7.09
102,lorengau,100,PG,1587516952,69,-2.02,147.27,85.41,4.0
103,vila,75,PT,1587516953,87,42.03,-8.16,57.99,4.7
104,ishinomaki,75,JP,1587516954,43,38.42,141.3,57.2,24.16
105,la ronge,75,CA,1587516935,74,55.1,-105.28,35.6,10.29
106,chuy,25,UY,1587516954,87,-33.7,-53.46,64.96,9.53
107,cayenne,100,GF,1587516955,100,4.93,-52.33,75.2,8.63
108,kahului,40,US,1587516955,54,20.89,-156.47,84.2,18.34
109,geraldton,65,AU,1587516956,77,-28.77,114.6,64.4,10.29
110,kukmor,53,RU,1587516957,87,56.19,50.89,34.5,6.15
111,saint-augustin,14,CA,1587516957,91,51.23,-58.65,32.5,8.63
112,ushuaia,90,AR,1587516958,80,-54.8,-68.3,41.0,31.09
113,palmer,1,US,1587516738,60,42.16,-72.33,42.01,13.87
114,bajil,5,YE,1587516959,66,15.06,43.29,80.76,5.93
115,tiznit,81,MA,1587516960,67,29.58,-9.5,53.19,8.99
116,solnechnyy,93,RU,1587516960,93,50.72,136.63,25.43,20.74
117,longyearbyen,0,SJ,1587516960,57,78.22,15.64,19.4,5.82
118,khatanga,81,RU,1587516961,97,71.97,102.5,28.35,3.8
119,rio gallegos,42,AR,1587516961,53,-51.62,-69.22,50.0,25.28
120,mikumi,83,TZ,1587516962,79,-7.4,36.98,68.0,1.9
121,ilhabela,27,BR,1587516964,75,-23.78,-45.36,72.39,5.46
122,oudtshoorn,72,ZA,1587516964,82,-33.59,22.2,59.0,4.7
123,hasaki,75,JP,1587516965,67,35.73,140.83,61.0,6.93
124,severo-kurilsk,100,RU,1587516965,92,50.68,156.12,32.81,33.49
125,nioro,0,GM,1587516965,21,13.35,-15.75,81.37,9.28
126,kurilsk,27,RU,1587516966,76,45.23,147.88,37.78,9.8
127,ancud,71,CL,1587516966,87,-41.87,-73.82,42.8,3.36
128,tabory,91,RU,1587516967,88,58.52,64.55,44.28,8.7
129,vestmannaeyjar,74,IS,1587516967,81,63.44,-20.27,44.49,6.87
130,ponta do sol,40,PT,1587516967,59,32.67,-17.1,60.8,10.29
131,kibaya,83,TZ,1587516968,65,-5.3,36.57,60.46,1.61
132,edendale,48,ZA,1587516968,95,-29.65,30.31,64.99,1.25
133,hualmay,6,PE,1587516969,76,-11.1,-77.61,69.51,6.53
134,merauke,71,ID,1587516971,74,-8.47,140.33,84.6,11.48
135,umm lajj,0,SA,1587516971,51,25.02,37.27,74.46,3.09
136,zhigalovo,0,RU,1587516971,60,54.81,105.16,36.34,2.26
137,tralee,99,IE,1587516972,80,52.27,-9.7,51.01,4.9
138,namikupa,50,TZ,1587516972,90,-10.83,39.6,69.15,1.5
139,port elizabeth,45,ZA,1587516972,93,-33.92,25.57,59.0,9.17
140,hay river,75,CA,1587516972,74,60.82,-115.8,30.2,3.36
141,souillac,18,MU,1587516973,77,-20.52,57.52,75.0,5.99
142,berlevag,85,NO,1587516973,79,70.86,29.09,36.39,32.12
143,alofi,75,NU,1587516974,70,-19.06,-169.92,84.2,11.41
144,lethem,83,GY,1587516974,67,3.38,-59.8,81.25,9.04
145,port hedland,19,AU,1587516974,32,-20.32,118.57,93.2,11.41
146,ribeira grande,81,PT,1587516975,76,38.52,-28.7,59.72,12.26
147,noumea,20,NC,1587516935,58,-22.28,166.46,82.4,9.17
148,trairi,100,BR,1587516726,88,-3.28,-39.27,76.89,0.43
149,kaitangata,88,NZ,1587516976,72,-46.28,169.85,54.32,0.74
150,torbay,40,CA,1587516976,91,47.67,-52.73,34.0,10.29
151,nishihara,90,JP,1587516977,82,26.18,127.76,64.4,13.87
152,viedma,64,AR,1587516816,47,-40.81,-63.0,52.63,9.78
153,hervey bay,98,AU,1587516977,61,-25.3,152.85,78.8,3.36
154,butaritari,67,KI,1587516978,80,3.07,172.79,82.9,12.5
155,fukue,61,JP,1587516978,40,32.69,128.84,53.6,17.22
156,skjervoy,69,NO,1587516978,79,70.03,20.97,36.36,12.19
157,san juan,42,AR,1587516978,36,-31.54,-68.54,68.49,5.79
158,filingue,49,NE,1587516979,30,14.35,3.32,89.8,9.46
159,salalah,20,OM,1587516980,78,17.02,54.09,82.4,3.36
160,hofn,47,IS,1587516980,78,64.25,-15.21,42.69,6.38
161,saldanha,0,ZA,1587516980,76,-33.01,17.94,53.6,4.7
162,shaoyang,100,CN,1587516980,82,27.23,111.45,52.74,4.47
163,kiruna,60,SE,1587516981,79,67.86,20.23,21.2,4.7
164,bunol,40,ES,1587516982,93,39.42,-0.78,55.99,4.7
165,okhotsk,95,RU,1587516983,87,59.38,143.3,23.22,3.22
166,port blair,14,IN,1587516984,73,11.67,92.75,82.94,4.92
167,east london,99,ZA,1587516772,84,-33.02,27.91,68.31,8.37
168,niamey,53,NE,1587516984,21,13.51,2.11,91.4,4.7
169,uruguaiana,0,BR,1587516984,49,-29.75,-57.09,69.04,3.8
170,ninghai,40,CN,1587516985,82,29.29,121.42,55.4,2.24
171,bathsheba,40,BB,1587516985,74,13.22,-59.52,80.6,17.22
172,iqaluit,90,CA,1587516985,71,63.75,-68.51,5.0,26.4
173,bonthe,95,SL,1587516985,88,7.53,-12.51,80.51,5.32
174,yellowknife,90,CA,1587516986,58,62.46,-114.35,32.0,3.36
175,pimentel,37,PE,1587516986,79,-6.84,-79.93,70.52,11.36
176,takoradi,0,GH,1587516986,84,4.88,-1.76,81.16,9.51
177,bosaso,89,SO,1587516986,67,11.28,49.18,83.62,1.83
178,vilhena,57,BR,1587516954,81,-12.74,-60.15,70.2,1.7
179,ludza,28,LV,1587516987,83,56.55,27.72,34.66,6.33
180,sao joao da barra,1,BR,1587516988,85,-21.64,-41.05,71.82,7.81
181,mogzon,0,RU,1587516988,56,51.74,111.96,27.52,5.39
182,tombouctou,0,ML,1587516989,13,20.0,-3.0,79.23,8.41
183,sambava,94,MG,1587516846,85,-14.27,50.17,73.85,5.73
184,ahipara,0,NZ,1587516990,68,-35.17,173.17,65.23,0.85
185,ternate,4,ID,1587516990,72,0.8,127.4,84.0,2.68
186,tadine,16,NC,1587516991,79,-21.55,167.88,78.51,12.93
187,hare bay,20,CA,1587516991,69,48.85,-54.01,33.8,12.75
188,hoquiam,90,US,1587516991,76,46.98,-123.89,55.0,9.17
189,namibe,26,AO,1587516991,79,-15.2,12.15,76.32,1.57
190,srikakulam,17,IN,1587516992,84,18.3,83.9,80.13,9.01
191,susehri,100,TR,1587516992,53,40.16,38.09,49.82,6.98
192,tura,87,IN,1587516993,84,25.52,90.22,65.5,1.88
193,prescott,20,US,1587516993,50,34.54,-112.47,61.0,3.36
194,save,65,BJ,1587516993,71,8.04,2.49,81.18,6.62
195,havre-saint-pierre,1,CA,1587516994,73,50.23,-63.6,26.6,4.65
196,tasiilaq,100,GL,1587516994,91,65.61,-37.64,33.8,29.97
197,malanje,100,AO,1587516995,69,-9.54,16.34,64.13,2.13
198,shimoda,75,JP,1587516995,55,34.67,138.95,60.8,21.92
199,deputatskiy,100,RU,1587516995,92,69.3,139.9,19.13,1.48
200,ginir,100,ET,1587516996,58,7.13,40.7,57.54,5.26
201,marrakesh,46,MA,1587516996,71,31.63,-8.01,55.4,3.36
202,itamarandiba,81,BR,1587516725,70,-17.86,-42.86,64.29,3.2
203,umm kaddadah,68,SD,1587516996,14,13.6,26.69,75.16,11.1
204,cabo san lucas,40,MX,1587516704,15,22.89,-109.91,86.0,8.05
205,nelson bay,0,AU,1587516997,46,-32.72,152.15,73.99,11.41
206,half moon bay,1,US,1587516893,76,37.46,-122.43,69.01,12.75
207,pundaguitan,92,PH,1587516997,75,6.37,126.17,81.79,8.9
208,olafsvik,48,IS,1587516998,85,64.89,-23.71,41.63,11.1
209,wakkanai,75,JP,1587516998,56,45.41,141.67,41.0,34.45
210,tubmanburg,96,LR,1587516998,90,6.87,-10.82,78.04,3.47
211,upernavik,100,GL,1587516998,91,72.79,-56.15,27.75,10.16
212,bloemfontein,10,ZA,1587516822,87,-29.12,26.21,57.2,4.7
213,luderitz,76,NA,1587516999,63,-26.65,15.16,62.6,11.41
214,aripuana,84,BR,1587516999,89,-9.17,-60.63,74.93,1.25
215,usinsk,46,RU,1587516999,95,65.99,57.53,21.88,8.52
216,villarrica,0,PY,1587517000,54,-25.75,-56.43,69.24,3.04
217,raudeberg,13,NO,1587517000,68,61.99,5.14,46.99,1.28
218,andenes,79,NO,1587516775,83,69.31,16.12,32.0,10.29
219,narsaq,65,GL,1587517000,34,60.92,-46.05,50.0,42.5
220,chadiza,0,ZM,1587517001,59,-14.07,32.44,57.92,1.68
221,freetown,72,SL,1587517001,82,8.48,-13.23,79.36,2.84
222,surgut,69,RU,1587517001,100,61.25,73.42,39.2,6.71
223,inongo,100,CD,1587517002,88,-1.95,18.27,71.35,3.69
224,zomin,14,UZ,1587517002,40,39.96,68.4,59.34,4.07
225,verkhniy avzyan,100,RU,1587517002,76,53.53,57.54,45.1,7.92
226,esik,20,KZ,1587517003,76,43.36,77.45,48.2,6.71
227,kasama,62,ZM,1587517003,65,-10.21,31.18,60.87,2.8
228,rassvet,0,RU,1587517003,72,46.83,40.75,38.82,8.01
229,provideniya,4,RU,1587517004,61,64.38,-173.3,17.6,4.05
230,broome,75,US,1587517004,86,42.25,-75.83,33.01,11.41
231,ilulissat,4,GL,1587517004,69,69.22,-51.1,35.6,4.7
232,hovd,0,MN,1587517005,33,48.01,91.64,40.37,0.51
233,mukhen,100,RU,1587517005,92,48.1,136.1,32.11,14.03
234,hirara,75,JP,1587517005,88,24.8,125.28,68.0,21.92
235,san patricio,40,MX,1587517006,74,19.22,-104.7,78.8,4.7
236,matadi,94,CD,1587517006,82,-5.82,13.45,75.0,1.59
237,thanh hoa,66,VN,1587516945,92,19.8,105.77,77.05,6.53
238,korla,0,CN,1587517007,32,41.76,86.15,56.95,5.82
239,anadyr,34,RU,1587517007,84,64.75,177.48,6.8,8.95
240,katsuura,75,JP,1587517007,48,35.13,140.3,64.4,17.22
241,am timan,16,TD,1587517008,51,11.03,20.28,77.58,4.61
242,dovolnoye,98,RU,1587517008,57,54.5,79.67,51.87,5.19
243,christchurch,38,NZ,1587517008,52,-43.53,172.63,66.0,3.36
244,matara,77,LK,1587517009,87,5.95,80.54,78.37,3.71
245,tual,15,ID,1587517009,72,-5.67,132.75,84.45,7.67
246,cleveland,90,US,1587517009,44,41.5,-81.7,41.0,24.16
247,suntar,65,RU,1587517010,84,62.14,117.63,34.39,6.4
248,sorland,86,NO,1587517010,85,67.67,12.69,41.38,6.82
249,laguna,1,US,1587517010,34,38.42,-121.42,78.8,6.93
250,puerto madryn,27,AR,1587517011,39,-42.77,-65.04,53.65,2.04
251,pisco,0,PE,1587517011,82,-13.7,-76.22,68.0,14.99
252,povolzhskiy,75,RU,1587517012,86,53.59,49.76,39.2,13.42
253,hambantota,90,LK,1587517012,100,6.12,81.12,77.0,2.24
254,taoudenni,0,ML,1587517015,13,22.68,-3.98,83.34,8.23
255,nouadhibou,0,MR,1587517015,72,20.93,-17.03,66.2,24.16
256,shubarshi,100,KZ,1587517001,76,48.59,57.19,47.44,10.16
257,itarema,100,BR,1587517016,91,-2.92,-39.92,75.6,2.93
258,tabou,91,CI,1587517017,85,4.42,-7.35,80.1,6.96
259,saltpond,8,GH,1587517017,85,5.21,-1.06,80.58,10.33
260,areni,90,AM,1587517018,82,39.72,45.18,55.4,4.7
261,lata,46,PT,1587517018,94,40.16,-8.33,51.01,4.16
262,goderich,100,CA,1587517018,80,43.75,-81.72,35.01,25.48
263,brae,9,GB,1587517019,93,60.4,-1.35,39.2,1.12
264,vanavara,100,RU,1587516733,72,60.34,102.28,35.31,9.19
265,beauceville,100,CA,1587516988,89,46.22,-70.78,36.0,5.01
266,touros,75,BR,1587517020,100,-5.2,-35.46,75.2,5.82
267,montgomery,1,US,1587516921,39,39.15,-77.2,52.0,8.05
268,antalaha,95,MG,1587517020,81,-14.9,50.28,75.56,7.34
269,chifeng,22,CN,1587517020,56,42.27,118.96,34.2,29.95
270,oriximina,100,BR,1587517021,86,-1.77,-55.87,79.09,2.53
271,inhambane,0,MZ,1587517021,83,-23.86,35.38,73.02,8.77
272,boguchany,99,RU,1587517022,60,58.38,97.45,40.28,6.4
273,juneau,90,US,1587516976,87,58.3,-134.42,44.6,13.87
274,dhidhdhoo,100,MV,1587517024,72,6.88,73.1,85.08,8.72
275,pevek,100,RU,1587517024,94,69.7,170.31,11.35,8.86
276,letka,100,RU,1587517025,91,59.6,49.42,33.19,13.73
277,sioux lookout,20,CA,1587517025,30,50.1,-91.92,30.2,5.82
278,lodwar,79,KE,1587517025,54,3.12,35.6,80.19,5.7
279,marawi,52,PH,1587517026,72,8.0,124.29,84.0,1.99
280,elk city,40,US,1587516750,49,35.41,-99.4,73.4,17.22
281,mareeba,40,AU,1587517027,74,-17.0,145.43,82.0,1.99
282,santa marta,60,CO,1587516948,83,11.24,-74.2,79.0,13.24
283,lima,0,PE,1587516963,73,-12.04,-77.03,69.8,11.41
284,kiama,0,AU,1587517028,35,-34.68,150.87,71.6,12.75
285,disna,85,BY,1587517028,79,55.57,28.2,37.76,8.01
286,lazdijai,81,LT,1587517028,94,54.23,23.52,46.0,5.01
287,severodvinsk,40,RU,1587517029,74,64.56,39.83,28.4,6.71
288,tondon,87,GN,1587517029,59,10.37,-13.35,80.08,2.82
289,madera,44,US,1587517029,65,37.17,-119.83,68.0,1.01
290,mbandaka,84,CD,1587517029,88,0.05,18.26,72.21,4.18
291,faanui,82,PF,1587517030,77,-16.48,-151.75,80.96,13.8
292,eyl,69,SO,1587517030,73,7.98,49.82,81.97,9.33
293,orange,20,US,1587516798,56,33.7,-117.77,70.0,8.05
294,novo aripuana,78,BR,1587517031,93,-5.12,-60.38,75.81,0.96
295,chokwe,0,MZ,1587517031,94,-24.53,32.98,67.17,5.12
296,fort nelson,75,CA,1587517031,37,58.81,-122.7,55.4,5.82
297,kyra,13,RU,1587517031,52,49.58,111.98,27.68,8.3
298,vilyuysk,96,RU,1587517032,95,63.76,121.62,31.37,3.69
299,del rio,75,US,1587517032,55,29.36,-100.9,87.8,14.99
300,tucuman,22,AR,1587517033,73,-26.82,-65.22,73.4,4.7
301,viransehir,85,TR,1587517033,51,37.24,39.76,59.72,2.64
302,santa maria,0,BR,1587517033,77,-29.68,-53.81,62.6,1.23
303,tahta,0,EG,1587517033,19,26.77,31.5,72.55,2.8
304,partizanskoye,98,RU,1587517033,47,55.5,94.39,46.6,3.65
305,karratha,41,AU,1587517037,51,-20.74,116.85,86.41,11.52
306,oistins,40,BB,1587516865,74,13.07,-59.53,80.6,17.22
307,kodinsk,100,RU,1587517040,67,58.69,99.18,37.22,7.45
308,arraial do cabo,0,BR,1587516911,76,-22.97,-42.03,74.21,5.26
309,thompson,75,CA,1587517041,93,55.74,-97.86,32.0,3.36
310,bua yai,48,TH,1587517041,65,15.59,102.43,85.23,10.76
311,saint anthony,90,US,1587517041,33,45.02,-93.22,46.99,3.36
312,la huaca,39,PE,1587517042,59,-4.91,-80.96,78.44,13.2
313,saint-francois,98,FR,1587517042,87,46.42,3.91,50.0,1.52
314,atasu,10,KZ,1587517042,35,48.68,71.64,53.01,2.21
315,kieta,52,PG,1587517042,66,-6.22,155.63,86.14,2.53
316,batalha,31,BR,1587517043,81,-9.68,-37.12,74.14,6.02
317,north guwahati,75,IN,1587517043,94,26.2,91.72,69.8,4.7
318,weinan,68,CN,1587517043,33,34.5,109.51,60.01,8.95
319,guarumal,93,PA,1587517043,100,8.35,-82.53,66.99,4.0
320,rocha,91,UY,1587517044,82,-34.48,-54.33,61.12,6.64
321,tuatapere,96,NZ,1587517044,84,-46.13,167.68,55.0,3.0
322,sampit,17,ID,1587517044,84,-2.53,112.95,81.0,1.19
323,marzuq,87,YE,1587517044,51,14.4,46.47,71.76,0.4
324,gali,100,GE,1587517045,71,42.63,41.74,48.24,1.12
325,fernie,75,CA,1587517046,26,49.5,-115.07,62.6,5.82
326,nouakchott,0,MR,1587517048,77,18.09,-15.98,69.8,11.41
327,kaabong,76,UG,1587517048,62,3.48,34.15,62.89,1.45
328,akyab,0,MM,1587517048,85,20.15,92.9,76.24,4.34
329,salinopolis,100,BR,1587517049,82,-0.61,-47.36,80.37,12.71
330,port-gentil,15,GA,1587517049,81,-0.72,8.78,80.49,6.98
331,ponca city,1,US,1587517049,27,36.71,-97.09,78.8,9.17
332,staryy nadym,98,RU,1587517051,97,65.61,72.68,32.0,14.45
333,chunskiy,68,RU,1587517052,58,56.08,99.63,37.62,5.82
334,antofagasta,15,CL,1587517052,82,-23.65,-70.4,62.6,9.17
335,malindi,100,KE,1587517052,82,-3.22,40.12,81.16,9.93
336,cidreira,0,BR,1587517053,82,-30.18,-50.21,67.98,4.12
337,kavieng,100,PG,1587517053,71,-2.57,150.8,84.45,6.85
338,elko,40,US,1587516888,18,41.0,-115.5,68.0,16.11
339,garmsar,0,IR,1587517054,29,35.22,52.34,67.1,4.07
340,otradnoye,26,RU,1587517054,56,59.78,30.82,42.8,8.95
341,broken hill,0,AU,1587517054,49,-31.95,141.43,68.0,5.82
342,polonnaruwa,100,LK,1587517054,91,7.93,81.0,76.24,2.42
343,porbandar,79,IN,1587517055,74,21.64,69.61,80.02,13.33
344,coahuayana,5,MX,1587517055,73,18.73,-103.68,77.0,11.41
345,magan,87,ES,1587517055,10,39.97,-3.93,54.0,9.17
346,sawakin,2,SD,1587517056,75,19.11,37.33,75.94,6.11
347,amga,15,RU,1587517057,88,60.9,131.96,28.6,2.84
348,coihaique,65,CL,1587517059,93,-45.58,-72.07,41.0,4.7
349,indianapolis,1,US,1587517014,23,39.77,-86.16,52.0,14.99
350,torbat-e jam,95,IR,1587517060,33,35.24,60.62,66.15,4.88
351,tazovskiy,100,RU,1587517060,97,67.47,78.7,33.04,11.25
352,mhlume,1,SZ,1587517062,93,-26.03,31.85,63.0,3.53
353,iskateley,9,RU,1587517062,95,67.68,53.15,17.11,8.16
354,awjilah,0,LY,1587517063,43,29.11,21.29,71.31,7.07
355,tongliao,81,CN,1587517063,68,43.61,122.27,36.39,16.06
356,kirensk,69,RU,1587517065,78,57.79,108.11,33.53,5.91
357,samarai,86,PG,1587517065,76,-10.62,150.67,82.76,14.36
358,casper,1,US,1587516901,22,42.87,-106.31,64.4,6.93
359,thinadhoo,100,MV,1587517066,75,0.53,72.93,81.77,4.99
360,guerrero negro,70,MX,1587517066,65,27.98,-114.06,65.66,23.89
361,ljungby,0,SE,1587517067,75,56.83,13.94,42.8,1.77
362,novikovo,91,RU,1587517067,74,51.15,37.89,38.41,12.66
363,manaure,49,CO,1587517067,72,11.78,-72.44,81.77,17.81
364,molteno,81,ZA,1587517067,55,-31.4,26.36,53.64,2.1
365,chapais,90,CA,1587517068,92,49.78,-74.85,24.8,12.75
366,gigmoto,72,PH,1587517068,79,13.78,124.39,81.88,9.62
367,maceio,16,BR,1587516871,78,-9.67,-35.74,80.6,3.36
368,avera,1,US,1587517069,52,33.19,-82.53,68.0,8.05
369,tshikapa,100,CD,1587516904,82,-6.42,20.8,71.47,3.38
370,yining,99,CN,1587517069,81,29.04,114.56,55.49,2.08
371,russell,20,US,1587517070,49,32.35,-85.2,75.2,6.93
372,maumelle,1,US,1587517071,60,34.87,-92.4,78.8,4.7
373,yiannouli,90,GR,1587517071,87,39.67,22.38,51.01,7.54
374,purpe,94,RU,1587517072,87,64.48,76.69,36.0,1.01
375,auray,100,FR,1587517072,87,47.67,-2.99,57.0,6.93
376,clyde river,40,CA,1587517072,77,70.47,-68.59,1.4,13.87
377,odesskoye,100,RU,1587517072,51,54.21,72.97,57.34,8.3
378,kalga,1,RU,1587517073,65,50.93,118.9,28.17,19.26
379,jaboticabal,0,BR,1587517073,60,-21.25,-48.32,73.4,4.7
380,bad ems,0,DE,1587517073,49,50.33,7.72,54.0,1.99
381,ca mau,91,VN,1587517074,78,9.18,105.15,82.18,3.71
382,raga,29,SS,1587517074,25,8.46,25.68,76.17,0.58
383,douentza,0,ML,1587517074,14,15.0,-2.95,81.25,4.05
384,henties bay,15,NA,1587517075,87,-22.12,14.28,62.01,1.99
385,inta,32,RU,1587517075,94,66.03,60.17,25.7,6.53
386,mogadishu,85,SO,1587517075,74,2.04,45.34,83.35,9.01
387,flinders,0,AU,1587517075,35,-34.58,150.86,72.0,12.75
